序号,正文,情感属性,情感分值
18260,回复@儒家公羊学:其实也还好吧、这个时候有签证然后还能买到票在两国之间来回跑的也没有超级多人吧、飞回来的应该也有很多是我们自己人、然后其实就没有那么可怕吧//回复@帝吧第一小可爱:老胡这次糊涂了，没有看懂韩国青瓦台是什么意思，如果韩国真的主动切断和中国的联系，那么还好了，就不需要我们这样做了，免得我们很为难。而韩国青瓦台不这样做，以后他们国内失控，就可以把责任推卸给中国人。,负面,0.071328066
18261,回复@验人张翼德:万年老段子，现在舔狗水平都这么低嘛，这样是领不到美分的，你可以说说近一点的事情，比如美国在对待h1n1流感的时候是怎么瞒报数据的，怎么把普通民众的命看的和草芥一样，一句死亡率不高就掩饰过去了。那可不单单是数据，那是命。[挖鼻]//回复@haorehaorenjin:整天吹嘘国家集中力量办大事的小粉红们。看看1948年柏林危机时候美国对西德的救助。空运的总量，从每天的2000吨，增加到4000吨，以后又增加到8000吨，最后增加到12000吨。这个运输量比封锁前的地面快递运输量还要大。这样的救助持续11个月。除了美国谁能做到？小粉红就会坐井观天的觉得自己天下第一。,负面,0.050443274
18262,说这话不仁不义,负面,0.001722968
18263,飞机[笑而不语],中性,0.49980887
18264,回复@Nasnm:层主，把那东西KO掉，并删了牠那些评论吧！一群东西到处刷同一样的内容，其心可诛//回复@项u_z:举报了,负面,0.001747322
18265,面对疫情，所有人应尽一切可能遵循不歧视、不污名化原则。恐惧疾病，是人类天性；但有超越恐惧的理性，则是人类文明。疫情无国界，污名化XX人，是对他们的不公，更无助于问题的解决。,中性,0.442928683
18266,@Satsccao_,中性,0.50053887
18267,谁该防谁？平时那么多的预案那么多的执行机构是干什么的？在这个问题上如果老胡也心里没底那普通群众就更云山雾罩了。//相互隔离吧，互不打扰,负面,0.04312897
18268,回复@验人张翼德:要承认美国空运能力是很强，但那是在非战时的战略性空运，物资对美国不是问题，主要还是调度。要不是这次是传染病，我们正常的调度能力也不差，当然空运比美国应该还是差不少//回复@haorehaorenjin:整天吹嘘国家集中力量办大事的小粉红们。看看1948年柏林危机时候美国对西德的救助。空运的总量，从每天的2000吨，增加到4000吨，以后又增加到8000吨，最后增加到12000吨。这个运输量比封锁前的地面快递运输量还要大。这样的救助持续11个月。除了美国谁能做到？小粉红就会坐井观天的觉得自己天下第一。,中性,0.309208135
18269,留韩的中国學生要回韓开学了,中性,0.502036491
18270,就连因春节后回归一个地区都需要在家隔离14天才能出门，更别说从其他国家到达中国。这是我们个人能做出的全部的也是仅有的一点贡献！且、现在为什么各国远不知联合起来共同抗击疫情多么重要呢？,中性,0.499374773
18271,回复@煜奕茶业:不可以啊，中国人发明了韩国人[doge]//相互隔离吧，互不打扰,中性,0.462161146
18272,//,中性,0.500052103
18273,把人家传染了，你还很光荣？,负面,0.004981344
18274,事先声明，来了隔离14天。先礼后兵。,中性,0.499965766
18275,回复@禅达酒馆儿:那个教主真他妈害人不浅//回复@l骑蜗牛闯世界:他们那些个教主说死就死了必须聚会，所以你说的很有可能,负面,0.003355306
18276,老胡中出!当代新闻媒体界的吹箫人!,中性,0.500848306
18277,韩国人口相当于半个山东省人口，现有确诊病倒比山东多得多，而且他韩国不论统计还是防控措施都乱糟糟的，谁该防谁？不过还是老胡说的对，共同抗疫、消除疫灾才是正理。,中性,0.438981911
18278,回复@煜奕茶业:现同事之间都互相防范，可以理解//相互隔离吧，互不打扰,中性,0.491418784
18279,回复@l骑蜗牛闯世界:他们那些个教主说死就死了必须聚会，所以你说的很有可能//回复@煜奕茶业:韩国会不会因为这场疫情而灭绝一大半的人？[汗],中性,0.26862558
18280,看着样子，日韩更本就不怕，也没惊着谁。主要是硬核不起来，没条件。这看看情况吧。,中性,0.483727798
18281,回复@孩儿们还在给主播当狗呢:我们接受一切善意的批评，但绝不接受无端恶意的指责//回复@Nasnm:异议是爱国的最高形式，它能告诉你，监督和批评朝庭不是你的权力，而是你的责任“如果尖锐的批评完全消失，温和的批评将会变得刺耳。如果温和的批评也不被允许，沉默将被认为居心叵测。如果沉默也不再允许，赞扬不够卖力将是一种罪行。如果只允许一种声音存在，那么，唯一存在的那个声音就是谎言。”,中性,0.494812431
18282,中国应与韩国、日本、意大利等新冠疫情看涨的国家约定，或WHO倡议对往来人员互相给予“国民待遇”，威海已经给日韩人“超国民待遇”了，免费隔离。,中性,0.500237862
18283,发达国家拒绝中国人入境，我们为什么不可以？我们可以说不！,中性,0.496372187
18284,回复@遇事量子力学:所以大家都惊呆了[允悲]肺炎患者都进医院了还不知道当成普通患者所以扩散的更快//回复@角度清奇评论员:意大利禁航禁得贼快,中性,0.318034634
18285,全国都要防范起来,中性,0.523853969
18286,某锅难办了，韩日在最困难时也没对中客有限制，按一般外交对等原则，某锅对日韩来的只能最多居家隔吧？这不可控吧？[二哈],负面,0.141585865
18287,回复@hy514_579_866_782:是的，只是韩网也在闹禁止中国人，我们这也这么说，觉得很迷，哎//回复@白白酱比心:政府没那么笨，警惕性比我们高,中性,0.478590648
18288,老胡不睡觉，心怀天下！[赞][赞][赞][赞][赞],中性,0.66003558
18289,命都快没了，还来扯正当性？[哼]//日韩当初除湖北浙江外没有限制中国，如果中国现在限制日韩也失去了当时质疑美国的正当性。但是必须采取严格的隔离措施,负面,0.021037206
18290,世界飞盘比赛停止了吧,中性,0.494748342
18291,老胡中肯！[good],中性,0.509948233
18292,回复@遇事量子力学:他禁快  咱也可以禁  就没有负担了//回复@角度清奇评论员:意大利禁航禁得贼快,中性,0.432193322
18293,回复@白白酱比心:政府没那么笨，警惕性比我们高//回复@hy514_579_866_782:我相信政府能做的好隔离这件事的,中性,0.511622274
18294,像对待武汉人那样，拒绝入境，拒绝进入小区，,中性,0.477210045
18295,韩国这次要受重创了。,中性,0.25245165
18296,老胡说得很对,中性,0.50553181
18297,日韩这种爆发前期的状态其实是最危险的，有必要立刻启动全国统一的対疫区国家的人采取和对湖北一样的防范措施，对本地的疫区国家人开始上门资料调查和签订责任保证书。,中性,0.502336922
18298,回复@如果有明天H:管他呢，现在要严防输入，俺们在家窝快一个月了！不能前功尽弃！更不能变成第二个武汉//回复@奋斗的杜胖胖:老胡前几日刚谴责完一些国家对中国采取的限制措施！这一看形式不对，立马跑出叼盘子了……哈哈,负面,0.039418517
18299,请大家珍惜中国为全世界争取的时间，等到病毒大爆发时，大量患者会迅速压垮当地的医疗系统。等病房不够、医务不够、高压供氧设备不够时，10%以上的重症率就直接转换成致死率了。一切以人民生命为重！[作揖],中性,0.486118516
18300,回复@李淳风L:自己受灾了恨不得全世界来帮 别人受灾了又怕波及到自己 大家都差不多//日韩当初除湖北浙江外没有限制中国，如果中国现在限制日韩也失去了当时质疑美国的正当性。但是必须采取严格的隔离措施,负面,0.032344052
18301,回复@白白酱比心:我也在韩国，挺多朋友在大邱，大家不敢回来怕带病毒回去//@白白酱比心：中国最难的时候韩国没有禁止中国人入境，只限制了湖北籍。韩国政府也是顶着巨大压力的，现在就直接不让别人过来也不合理啊啊……泱泱大国落人口实,负面,0.021389517
18302,真的是世界命运共同体！,中性,0.7067177
18303,回复@角度清奇评论员:意大利禁航禁得贼快//回复@木田东er:人家在咱们困难的时候又是支援又是没有禁航   咱们稍微这一下子就禁了输入   以后国际上不好做人啊   哎   也是难   希望都平安,负面,0.013944153
18304,还真不知道到底是谁传的谁呢！,中性,0.492080805
18305,隔离14天够吗,负面,0.109274001
18306,[加油],正面,0.987874212
18307,回复@凡为过往:不急，等中国复工了，口罩产量供应全亚洲都可以//回复@归乡梦中人:现在大家还都买不到,中性,0.500228963
18308,回复@hy514_579_866_782:我相信政府能做的好隔离这件事的//回复@白白酱比心:下飞机就带走隔离14天啊，可以来！,负面,0.223073186
18309,说到意大利，我笑了，“既然他自己主动断的，那就让他断着吧！”,中性,0.498692608
18310,然而现在大规模扩散的就是当初那些没有封锁的国家，被点名批评的“反应过度”的美欧反而没出现爆发，这个就很尴尬了。,负面,0.059370618
18311,老胡说得太对了，身为在山东人，着实为家乡捏一把汗,中性,0.504163519
18312,老胡，你在国外还是国内,中性,0.49995994
18313,老胡快给华为地图降降温吧，和稀泥这事儿别人干不来啊[笑而不语],中性,0.496738996
18314,回复@白白酱比心:下飞机就带走隔离14天啊，可以来！//@白白酱比心：中国最难的时候韩国没有禁止中国人入境，只限制了湖北籍。韩国政府也是顶着巨大压力的，现在就直接不让别人过来也不合理啊啊……泱泱大国落人口实,负面,0.021153771
18315,@人民日报 要重视疫情回流，立刻制定防控措施,中性,0.70543924
18316,航天局赶紧出公告啊，不敢怠慢，小心回流代价大,中性,0.480407531
18317,老胡看来也急了，连发,中性,0.494372036
18318,老中胡肯,中性,0.498966394
18319,送给他们了，不用还,中性,0.475861752
18320,明天A股会大跌吗,中性,0.463158431
18321,看到大家这样对这个老胡的评论我就放心了。呵呵,中性,0.495762762
18322,我们应该使用强力措施禁止韩国人和日本人入境 ！！！韩国和日本的政府太无能了 有现成的满分作业都不抄！不能让让他们来祸害中国人民！保住来之不易的抗疫伟大成果！,负面,0.014530888
18323,华为地图了解一下？,中性,0.500313352
18324,回复@木田东er:人家在咱们困难的时候又是支援又是没有禁航   咱们稍微这一下子就禁了输入   以后国际上不好做人啊   哎   也是难   希望都平安//拒绝回流感染输入！,负面,0.040444938
18325,监狱失守以后山东还想放大炮仗吗,负面,0.142341793
18326,回复@不要对誰都摇尾巴噢:我相信来的基本国人，还有跟中国打过交道的韩国人～一般人谁敢跑过来中国也重灾区，他们可不知道国内啥情况//回复@白白酱比心:人家其实也不太敢来[允悲],负面,0.131930114
